Item_Identifier,Item_Weight,Item_Visibility,Year,Outlet_Identifier,Item_Type,Item_MRP,MRP_Level,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Converted Sales
NCA42,6.965,0.03132207,14,OUT045,Household,159.6604,High,2,Tier 2,Supermarket Type1,3327.6684,2.163
FDM57,11.65,0.075481864,31,OUT027,Snack Foods,85.3908,Medium,2,Tier 3,Supermarket Type3,2878.506719,1.871
NCN14,19.1,0.092437711,9,OUT017,Others,185.2608,High,2,Tier 2,Supermarket Type1,1470.0864,0.956
FDE57,9.6,0.036432936,7,OUT018,Fruits and Vegetables,141.2154,High,2,Tier 3,Supermarket Type2,1982.123235,1.288
FDW23,5.765,0.082476188,9,OUT017,Baking Goods,38.8164,Low,2,Tier 2,Supermarket Type1,760.7883485,0.495
FDP45,15.7,0.030624844,19,OUT046,Snack Foods,252.2724,Very_High,3,Tier 1,Supermarket Type1,1258.362,0.818
DRE37,13.5,0.094366079,17,OUT049,Soft Drinks,190.9872,High,2,Tier 1,Supermarket Type1,2836.308,1.844
FDT31,19.75,0.01247354,14,OUT045,Fruits and Vegetables,187.5872,High,2,Tier 2,Supermarket Type1,1323.6104,0.86
NCC43,7.39,0.092927148,17,OUT049,Household,249.5066,Very_High,2,Tier 1,Supermarket Type1,4267.1122,2.774
FDU60,20.0,0.059851197,29,OUT013,Baking Goods,167.3132,High,1,Tier 3,Supermarket Type1,2736.54871,1.779
FDZ52,19.2,0.100277478,14,OUT045,Frozen Foods,110.4886,Medium,2,Tier 2,Supermarket Type1,1702.22435,1.106
FDY59,8.195,0.052562923,18,OUT010,Baking Goods,93.9462,Medium,2,Tier 3,Grocery Store,-391.1376175,-0.254
FDO38,17.25,0.072986772,14,OUT045,Canned,78.8986,Medium,2,Tier 2,Supermarket Type1,1635.8706,1.063
FDR37,16.5,0.066383907,14,OUT045,Breakfast,180.4292,High,2,Tier 2,Supermarket Type1,2189.1504,1.423
FDX32,15.1,0.1000135,17,OUT049,Fruits and Vegetables,145.4786,High,2,Tier 1,Supermarket Type1,1589.2646,1.033
FDS33,6.67,0.124126756,9,OUT017,Snack Foods,88.9514,Medium,2,Tier 2,Supermarket Type1,2125.2336,1.381
FDB35,12.3,0.064306056,31,OUT027,Starchy Foods,90.3804,Medium,2,Tier 3,Supermarket Type3,2958.10275,1.923
FDY48,14.0,0.041556697,31,OUT019,Baking Goods,104.4332,Medium,3,Tier 1,Grocery Store,307.5996,0.2
FDY03,17.6,0.133279499,31,OUT019,Meat,112.6202,Medium,3,Tier 1,Grocery Store,675.1212,0.439
FDR47,17.85,0.087824967,7,OUT018,Breads,196.0794,High,2,Tier 3,Supermarket Type2,1755.7146,1.141
FDF40,20.25,0.022557789,14,OUT045,Dairy,247.7092,Very_High,2,Tier 2,Supermarket Type1,3894.819714,2.532
FDD47,7.6,0.141721145,31,OUT027,Starchy Foods,171.3448,High,2,Tier 3,Supermarket Type3,4204.205196,2.733
FDU58,6.61,0.029006239,12,OUT035,Snack Foods,186.0898,High,3,Tier 2,Supermarket Type1,2619.2572,1.703
FDU19,8.77,0.046762633,12,OUT035,Fruits and Vegetables,170.8422,High,3,Tier 2,Supermarket Type1,1724.422,1.121
NCB06,17.6,0.082332074,19,OUT046,Health and Hygiene,160.392,High,3,Tier 1,Supermarket Type1,2524.848113,1.641
FDF47,20.85,0.097536998,29,OUT013,Starchy Foods,225.3746,Very_High,1,Tier 3,Supermarket Type1,3365.619,2.188
DRK35,8.365,0.120256303,18,OUT010,Hard Drinks,39.2506,Low,2,Tier 3,Grocery Store,75.9012,0.049
FDW23,5.765,0.081996785,12,OUT035,Baking Goods,40.1164,Low,3,Tier 2,Supermarket Type1,540.6296,0.351
FDS33,6.67,0.12367891,14,OUT045,Snack Foods,88.9514,Medium,2,Tier 2,Supermarket Type1,885.514,0.576
FDU31,10.5,0.024991056,19,OUT046,Fruits and Vegetables,217.9508,Very_High,3,Tier 1,Supermarket Type1,2821.6604,1.834
FDW26,11.8,0.107036943,12,OUT035,Dairy,220.3772,Very_High,3,Tier 2,Supermarket Type1,4447.544,2.891
FDX36,9.695,0.127662026,31,OUT027,Baking Goods,224.7404,Very_High,2,Tier 3,Supermarket Type3,5037.53449,3.274
FDD20,14.15,0.022956418,29,OUT013,Fruits and Vegetables,125.2046,Medium,1,Tier 3,Supermarket Type1,2043.178787,1.328
NCO30,19.5,0.026320247,18,OUT010,Household,184.9608,High,2,Tier 3,Grocery Store,1005.398165,0.654
NCD54,21.1,0.029173031,9,OUT017,Household,145.7786,High,2,Tier 2,Supermarket Type1,1444.786,0.939
FDQ08,15.7,0.018930352,19,OUT046,Fruits and Vegetables,59.4536,Low,3,Tier 1,Supermarket Type1,857.5504,0.557
FDA40,16.0,0.099675598,7,OUT018,Frozen Foods,88.6856,Medium,2,Tier 3,Supermarket Type2,1198.531851,0.779
FDD33,12.85,0.108172183,12,OUT035,Fruits and Vegetables,234.2642,Very_High,3,Tier 2,Supermarket Type1,3838.633044,2.495
FDK03,12.6,0.123727659,18,OUT010,Dairy,253.0356,Very_High,2,Tier 3,Grocery Store,254.3356,0.165
FDZ50,12.8,0.079398454,7,OUT018,Dairy,184.5608,High,2,Tier 3,Supermarket Type2,2693.520154,1.751
FDH60,19.7,0.08073703,19,OUT046,Baking Goods,197.011,High,3,Tier 1,Supermarket Type1,3338.987,2.17
FDV31,9.8,0.107320959,9,OUT017,Fruits and Vegetables,176.337,High,2,Tier 2,Supermarket Type1,2896.448092,1.883
FDG04,13.1,0.006097005,9,OUT017,Frozen Foods,187.2898,High,2,Tier 2,Supermarket Type1,3084.476272,2.005
FDB20,7.72,0.05193741,29,OUT013,Fruits and Vegetables,77.9986,Medium,1,Tier 3,Supermarket Type1,934.7832,0.608
FDI53,8.895,0.137924102,14,OUT045,Frozen Foods,161.9236,High,2,Tier 2,Supermarket Type1,2539.520522,1.651
FDZ10,17.85,0.051528675,14,OUT045,Snack Foods,127.502,Medium,2,Tier 2,Supermarket Type1,1975.22552,1.284
FDD36,13.3,0.035607579,18,OUT010,Baking Goods,119.9124,Medium,2,Tier 3,Grocery Store,118.5124,0.077
FDA39,6.32,0.012789884,9,OUT017,Meat,39.1822,Low,2,Tier 2,Supermarket Type1,1060.6194,0.689
FDE16,8.895,0.026492726,9,OUT017,Frozen Foods,208.4954,Very_High,2,Tier 2,Supermarket Type1,6251.862,4.064
DRF48,5.73,0.051856589,19,OUT046,Soft Drinks,187.3898,High,3,Tier 1,Supermarket Type1,2974.166522,1.933
FDY59,8.195,0.031377308,29,OUT013,Baking Goods,93.6462,Medium,1,Tier 3,Supermarket Type1,925.462,0.602
FDJ09,15.0,0.058725134,9,OUT017,Snack Foods,43.6744,Low,2,Tier 2,Supermarket Type1,407.4696,0.265
FDJ55,12.8,0.023578675,14,OUT045,Meat,225.2404,Very_High,2,Tier 2,Supermarket Type1,3544.569162,2.304
NCH30,17.1,0.067533904,9,OUT017,Household,111.486,Medium,2,Tier 2,Supermarket Type1,1869.955851,1.215
FDR27,15.1,0.09608226,12,OUT035,Meat,134.2942,Medium,3,Tier 2,Supermarket Type1,2329.603665,1.514
DRE25,15.35,0.073581718,7,OUT018,Soft Drinks,94.412,Medium,2,Tier 3,Supermarket Type2,1247.903576,0.811
FDR13,9.895,0.028779079,14,OUT045,Canned,114.8492,Medium,2,Tier 2,Supermarket Type1,1825.921757,1.187
NCB07,19.2,0.077628053,17,OUT049,Household,197.611,High,2,Tier 1,Supermarket Type1,3142.576,2.043
FDO08,11.1,0.053775381,19,OUT046,Fruits and Vegetables,165.7526,High,3,Tier 1,Supermarket Type1,2681.703633,1.743
DRJ37,10.8,0.061350284,7,OUT018,Soft Drinks,153.3024,High,2,Tier 3,Supermarket Type2,2165.97858,1.408
FDJ20,20.7,0.16767231,18,OUT010,Fruits and Vegetables,124.2388,Medium,2,Tier 3,Grocery Store,247.6776,0.161
FDR24,17.35,0.062799379,29,OUT013,Baking Goods,88.183,Medium,1,Tier 3,Supermarket Type1,539.298,0.351
NCP42,8.51,0.016135764,17,OUT049,Household,195.6478,High,2,Tier 1,Supermarket Type1,4262.4516,2.771
FDJ07,7.26,0.014423523,19,OUT046,Meat,118.015,Medium,3,Tier 1,Supermarket Type1,1901.306096,1.236
FDX43,5.655,0.085757338,9,OUT017,Fruits and Vegetables,164.75,High,2,Tier 2,Supermarket Type1,1498.05,0.974
FDK52,18.25,0.138701966,31,OUT019,Frozen Foods,225.4062,Very_High,3,Tier 1,Grocery Store,1657.596513,1.077
FDV19,14.85,0.035328539,14,OUT045,Fruits and Vegetables,158.5578,High,2,Tier 2,Supermarket Type1,2505.176041,1.628
FDA08,11.85,0.050368454,9,OUT017,Fruits and Vegetables,163.8526,High,2,Tier 2,Supermarket Type1,1808.9786,1.176
FDK55,18.5,0.025813943,14,OUT045,Meat,89.1172,Medium,2,Tier 2,Supermarket Type1,892.172,0.58
FDW49,19.5,0.138175481,18,OUT010,Canned,178.1002,High,2,Tier 3,Grocery Store,904.2254991,0.588
DRJ24,11.8,0.198424841,31,OUT019,Soft Drinks,185.2924,High,3,Tier 1,Grocery Store,370.1848,0.241
NCZ06,19.6,0.094083303,29,OUT013,Household,252.2698,Very_High,1,Tier 3,Supermarket Type1,2790.3678,1.814
FDI02,15.7,0.114797434,14,OUT045,Canned,110.8202,Medium,2,Tier 2,Supermarket Type1,1748.827362,1.137
NCO05,7.27,0.077930971,18,OUT010,Health and Hygiene,97.3384,Medium,2,Tier 3,Grocery Store,-367.5774546,-0.239
NCO17,10.0,0.073678663,7,OUT018,Health and Hygiene,120.944,Medium,2,Tier 3,Supermarket Type2,2037.348,1.324
FDT35,19.85,0.081582021,17,OUT049,Breads,167.8816,High,2,Tier 1,Supermarket Type1,2807.991733,1.825
FDV14,19.85,0.044460448,29,OUT013,Dairy,88.7856,Medium,1,Tier 3,Supermarket Type1,1142.5128,0.743
FDZ14,7.71,0.047685207,14,OUT045,Dairy,122.4756,Medium,2,Tier 2,Supermarket Type1,1941.187802,1.262
NCD19,8.93,0.013253936,9,OUT017,Household,56.4614,Low,2,Tier 2,Supermarket Type1,828.921,0.539
FDK26,5.46,0.032150627,29,OUT013,Canned,185.124,High,1,Tier 3,Supermarket Type1,3017.478816,1.961
FDY47,8.6,0.054484461,19,OUT046,Breads,130.131,Medium,3,Tier 1,Supermarket Type1,1557.972,1.013
FDU50,5.75,0.075595405,9,OUT017,Dairy,114.7176,Medium,2,Tier 2,Supermarket Type1,1259.6936,0.819
FDR12,12.6,0.031583781,17,OUT049,Baking Goods,172.8764,High,2,Tier 1,Supermarket Type1,2893.827102,1.881
FDC51,10.895,0.016105023,18,OUT010,Dairy,121.773,Medium,2,Tier 3,Grocery Store,92.42693673,0.06
FDR25,17.0,0.139495548,12,OUT035,Canned,266.5884,Very_High,3,Tier 2,Supermarket Type1,4380.615489,2.847
FDW03,5.63,0.024541277,19,OUT046,Meat,105.1306,Medium,3,Tier 1,Supermarket Type1,3135.918,2.038
FDS58,9.285,0.020989132,29,OUT013,Snack Foods,158.6578,High,1,Tier 3,Supermarket Type1,2406.867,1.564
FDR27,15.1,0.095635061,31,OUT027,Meat,130.7942,Medium,2,Tier 3,Supermarket Type3,3047.3666,1.981
FDX36,9.695,0.21471985,18,OUT010,Baking Goods,225.9404,Very_High,2,Tier 3,Grocery Store,1678.936909,1.091
FDJ27,17.7,0.121774611,29,OUT013,Meat,101.8674,Medium,1,Tier 3,Supermarket Type1,1707.490805,1.11
DRH59,10.8,0.058551954,14,OUT045,Hard Drinks,72.638,Medium,2,Tier 2,Supermarket Type1,1119.936025,0.728
NCT18,14.6,0.059525627,14,OUT045,Household,182.1976,High,2,Tier 2,Supermarket Type1,2799.843905,1.82
DRH13,8.575,0.023770288,31,OUT027,Soft Drinks,107.728,Medium,2,Tier 3,Supermarket Type3,3190.569456,2.074
FDZ36,6.035,0.065917194,14,OUT045,Baking Goods,185.724,High,2,Tier 2,Supermarket Type1,2922.019353,1.899
FDX40,12.85,0.09851376,31,OUT027,Frozen Foods,36.7164,Low,2,Tier 3,Supermarket Type3,2073.138748,1.348
FDK14,6.98,0.041071581,29,OUT013,Canned,82.5934,Medium,1,Tier 3,Supermarket Type1,1310.2944,0.852
FDD44,8.05,0.07838564,12,OUT035,Fruits and Vegetables,256.4646,Very_High,3,Tier 2,Supermarket Type1,5153.292,3.35
FDG50,7.405,0.015295536,17,OUT049,Canned,89.7146,Medium,2,Tier 1,Supermarket Type1,547.2876,0.356
FDY48,14.0,0.023869126,9,OUT017,Baking Goods,101.5332,Medium,2,Tier 2,Supermarket Type1,1747.202811,1.136
DRK39,7.02,0.049865399,19,OUT046,Dairy,82.925,Medium,3,Tier 1,Supermarket Type1,1165.15,0.757
FDM44,12.5,0.031112643,14,OUT045,Fruits and Vegetables,104.999,Medium,2,Tier 2,Supermarket Type1,1444.786,0.939
FDZ58,17.85,0.091354948,31,OUT019,Snack Foods,122.3072,Medium,3,Tier 1,Grocery Store,122.5072,0.08
FDY45,17.5,0.026289984,9,OUT017,Snack Foods,253.7356,Very_High,2,Tier 2,Supermarket Type1,3815.034,2.48
FDK04,7.36,0.052302143,12,OUT035,Frozen Foods,57.9588,Low,3,Tier 2,Supermarket Type1,1104.763206,0.718
NCQ02,12.6,0.007486838,7,OUT018,Household,186.7556,High,2,Tier 3,Supermarket Type2,2671.051404,1.736
FDL12,15.85,0.121609722,12,OUT035,Baking Goods,60.222,Low,3,Tier 2,Supermarket Type1,539.298,0.351
FDI34,10.65,0.085119855,12,OUT035,Snack Foods,229.8668,Very_High,3,Tier 2,Supermarket Type1,4146.6024,2.695
FDZ16,16.85,0.267565911,18,OUT010,Frozen Foods,194.1478,High,2,Tier 3,Grocery Store,1162.4868,0.756
FDS12,9.1,0.173973652,29,OUT013,Baking Goods,126.5362,Medium,1,Tier 3,Supermarket Type1,1761.7068,1.145
FDU25,12.35,0.026832182,9,OUT017,Canned,57.3246,Low,2,Tier 2,Supermarket Type1,1332.2658,0.866
FDW13,8.5,0.171383506,31,OUT019,Canned,50.5324,Low,3,Tier 1,Grocery Store,207.7296,0.135
FDX43,5.655,0.085204025,29,OUT013,Fruits and Vegetables,168.45,High,1,Tier 3,Supermarket Type1,2704.775439,1.758
FDC05,13.1,0.099186992,7,OUT018,Frozen Foods,198.7768,High,2,Tier 3,Supermarket Type2,3153.2288,2.05
FDQ28,14.0,0.060376776,29,OUT013,Frozen Foods,154.5656,High,1,Tier 3,Supermarket Type1,2471.4496,1.606
NCB55,15.7,0.160632642,12,OUT035,Household,57.8562,Low,3,Tier 2,Supermarket Type1,1060.29133,0.689
FDP37,15.6,0.143105952,19,OUT046,Breakfast,126.7994,Medium,3,Tier 1,Supermarket Type1,2016.405487,1.311
NCE55,8.92,0.129903926,12,OUT035,Household,176.637,High,3,Tier 2,Supermarket Type1,2913.22849,1.894
FDL44,18.25,0.012264903,29,OUT013,Fruits and Vegetables,162.8894,High,1,Tier 3,Supermarket Type1,3397.5774,2.208
NCF07,9.0,0.031995886,29,OUT013,Household,101.6016,Medium,1,Tier 3,Supermarket Type1,1649.255104,1.072
FDH17,16.2,0.01665334,19,OUT046,Frozen Foods,97.3726,Medium,3,Tier 1,Supermarket Type1,2055.3246,1.336
FDY50,5.8,0.130931048,12,OUT035,Dairy,89.9172,Medium,3,Tier 2,Supermarket Type1,1516.6924,0.986
NCD54,21.1,0.029054046,17,OUT049,Household,144.6786,High,2,Tier 1,Supermarket Type1,2889.572,1.878
NCW53,18.35,0.030347404,31,OUT027,Health and Hygiene,192.5162,High,2,Tier 3,Supermarket Type3,3078.6592,2.001
DRE01,10.1,0.167836117,7,OUT018,Soft Drinks,241.0512,Very_High,2,Tier 3,Supermarket Type2,3512.902369,2.283
FDW16,17.35,0.041538713,17,OUT049,Frozen Foods,93.1804,Medium,2,Tier 1,Supermarket Type1,1378.206,0.896
FDR48,11.65,0.154981519,12,OUT035,Baking Goods,152.6024,High,3,Tier 2,Supermarket Type1,303.6048,0.197
FDB08,6.055,0.03127929,9,OUT017,Fruits and Vegetables,160.3578,High,2,Tier 2,Supermarket Type1,2406.867,1.564
FDU24,6.78,0.140734003,7,OUT018,Baking Goods,94.512,Medium,2,Tier 3,Supermarket Type2,1281.52556,0.833
FDP36,10.395,0.091293902,17,OUT049,Baking Goods,49.6008,Low,2,Tier 1,Supermarket Type1,965.3885426,0.628
NCB18,19.6,0.041374909,14,OUT045,Household,89.2514,Medium,2,Tier 2,Supermarket Type1,1416.8224,0.921
FDM12,16.7,0.070201806,7,OUT018,Baking Goods,187.9214,High,2,Tier 3,Supermarket Type2,2747.642376,1.786
FDC60,5.425,0.114377142,29,OUT013,Baking Goods,90.3514,Medium,1,Tier 3,Supermarket Type1,1528.786212,0.994
NCX05,15.2,0.09698132,29,OUT013,Health and Hygiene,116.3492,Medium,1,Tier 3,Supermarket Type1,2548.6824,1.657
FDU31,10.5,0.043756113,31,OUT019,Fruits and Vegetables,216.3508,Very_High,3,Tier 1,Grocery Store,1576.687708,1.025
DRG15,6.13,0.076721393,12,OUT035,Dairy,59.4536,Low,3,Tier 2,Supermarket Type1,2021.3688,1.314
FDQ03,15.0,0.091964766,17,OUT049,Meat,235.6248,Very_High,2,Tier 1,Supermarket Type1,1896.1984,1.233
FDN46,7.21,0.143931094,31,OUT027,Snack Foods,104.3332,Medium,2,Tier 3,Supermarket Type3,3161.174021,2.055
FDY10,17.6,0.085911519,31,OUT019,Snack Foods,114.5176,Medium,3,Tier 1,Grocery Store,-58.67466739,-0.038
FDD34,7.945,0.015876287,19,OUT046,Snack Foods,164.121,High,3,Tier 1,Supermarket Type1,2618.459044,1.702
FDP59,20.85,0.056580228,14,OUT045,Breads,105.6648,Medium,2,Tier 2,Supermarket Type1,623.1888,0.405
FDO25,6.3,0.126831854,31,OUT027,Canned,209.027,Very_High,2,Tier 3,Supermarket Type3,4613.994,2.999
NCF18,18.35,0.089485918,9,OUT017,Household,192.1504,High,2,Tier 2,Supermarket Type1,3121.312161,2.029
FDA51,8.05,0.164679597,19,OUT046,Dairy,112.1518,Medium,3,Tier 1,Supermarket Type1,1252.3698,0.814
FDU24,6.78,0.140447292,14,OUT045,Baking Goods,93.312,Medium,2,Tier 2,Supermarket Type1,1471.428857,0.956
FDD56,15.2,0.103988736,14,OUT045,Fruits and Vegetables,177.0054,High,2,Tier 2,Supermarket Type1,3677.2134,2.39
FDO45,13.15,0.037768989,31,OUT027,Snack Foods,88.5856,Medium,2,Tier 3,Supermarket Type3,1845.5976,1.2
NCN19,13.1,0.01209726,12,OUT035,Others,188.853,High,3,Tier 2,Supermarket Type1,3225.801,2.097
FDV27,7.97,0.04021623,9,OUT017,Meat,90.4514,Medium,2,Tier 2,Supermarket Type1,1328.271,0.863
FDP21,7.42,0.043084893,18,OUT010,Snack Foods,189.1872,High,2,Tier 3,Grocery Store,1136.452678,0.739
FDA36,5.985,0.005698435,9,OUT017,Baking Goods,186.8924,High,2,Tier 2,Supermarket Type1,3077.897956,2.001
FDC15,18.1,0.297883712,18,OUT010,Dairy,156.7288,High,2,Tier 3,Grocery Store,314.2576,0.204
FDH40,11.6,0.079376029,9,OUT017,Frozen Foods,81.7276,Medium,2,Tier 2,Supermarket Type1,1949.4624,1.267
FDV43,16.0,0.076791671,29,OUT013,Fruits and Vegetables,44.5086,Low,1,Tier 3,Supermarket Type1,778.505531,0.506
FDR12,12.6,0.031598706,14,OUT045,Baking Goods,172.9764,High,2,Tier 2,Supermarket Type1,2233.0932,1.452
DRI11,8.26,0.034457776,17,OUT049,Hard Drinks,113.3834,Medium,2,Tier 1,Supermarket Type1,2073.3012,1.348
FDI34,10.65,0.085617517,9,OUT017,Snack Foods,229.3668,Very_High,2,Tier 2,Supermarket Type1,2303.668,1.497
FDR57,5.675,0.023477413,29,OUT013,Snack Foods,157.7288,High,1,Tier 3,Supermarket Type1,2592.744889,1.685
NCZ18,7.825,0.186445212,14,OUT045,Household,255.5698,Very_High,2,Tier 2,Supermarket Type1,1522.0188,0.989
NCO26,7.235,0.077290355,9,OUT017,Household,116.9492,Medium,2,Tier 2,Supermarket Type1,2316.984,1.506
FDC21,14.6,0.075215349,31,OUT019,Fruits and Vegetables,108.4254,Medium,3,Tier 1,Grocery Store,217.0508,0.141
FDH38,6.425,0.01043823,19,OUT046,Canned,115.8808,Medium,3,Tier 1,Supermarket Type1,1757.712,1.143
FDV23,11.0,0.105748691,29,OUT013,Breads,123.1046,Medium,1,Tier 3,Supermarket Type1,1996.068378,1.297
FDY25,12.0,0.033974436,19,OUT046,Canned,181.8976,High,3,Tier 1,Supermarket Type1,4527.44,2.943
FDJ26,15.3,0.148412909,31,OUT019,Canned,212.1218,Very_High,3,Tier 1,Grocery Store,1493.21221,0.971
FDV23,11.0,0.185306514,31,OUT019,Breads,125.6046,Medium,3,Tier 1,Grocery Store,622.523,0.405
FDW08,12.1,0.148353512,12,OUT035,Fruits and Vegetables,105.128,Medium,3,Tier 2,Supermarket Type1,1822.461775,1.185
FDY24,4.88,0.223440258,18,OUT010,Baking Goods,52.2298,Low,2,Tier 3,Grocery Store,161.7894,0.105
FDO08,11.1,0.05373063,29,OUT013,Fruits and Vegetables,165.1526,High,1,Tier 3,Supermarket Type1,1480.0734,0.962
FDZ35,9.6,0.022323658,14,OUT045,Breads,101.299,Medium,2,Tier 2,Supermarket Type1,1754.383,1.14
FDJ34,11.8,0.093655728,19,OUT046,Snack Foods,127.1704,Medium,3,Tier 1,Supermarket Type1,3004.0896,1.953
FDE29,8.905,0.143129124,19,OUT046,Frozen Foods,58.8878,Low,3,Tier 1,Supermarket Type1,1151.1682,0.748
FDV33,9.6,0.027320856,29,OUT013,Snack Foods,259.8304,Very_High,1,Tier 3,Supermarket Type1,4180.92725,2.718
FDU03,18.7,0.091720302,17,OUT049,Meat,180.8292,High,2,Tier 1,Supermarket Type1,3007.624317,1.955
FDR13,9.895,0.028715402,12,OUT035,Canned,115.1492,Medium,3,Tier 2,Supermarket Type1,2042.96946,1.328
FDC38,15.7,0.122493968,19,OUT046,Canned,133.9942,Medium,3,Tier 1,Supermarket Type1,2131.898145,1.386
FDZ04,9.31,0.038109707,7,OUT018,Frozen Foods,61.651,Low,2,Tier 3,Supermarket Type2,743.8826366,0.484
FDN34,15.6,0.045835395,17,OUT049,Snack Foods,168.2132,High,2,Tier 1,Supermarket Type1,2367.5848,1.539
FDT12,6.215,0.04969885,17,OUT049,Baking Goods,223.9062,Very_High,2,Tier 1,Supermarket Type1,3684.263962,2.395
FDO44,12.6,0.087947879,9,OUT017,Fruits and Vegetables,109.9228,Medium,2,Tier 2,Supermarket Type1,1866.629686,1.213
FDR15,9.3,0.03362713,9,OUT017,Meat,156.1314,High,2,Tier 2,Supermarket Type1,620.5256,0.403
DRF51,15.75,0.165838224,19,OUT046,Dairy,36.6506,Low,3,Tier 1,Supermarket Type1,607.2096,0.395
FDS45,5.175,0.029541813,17,OUT049,Snack Foods,105.1622,Medium,2,Tier 1,Supermarket Type1,1840.136619,1.196
FDD14,20.7,0.170500183,7,OUT018,Canned,184.1266,High,2,Tier 3,Supermarket Type2,1659.8394,1.079
FDY51,12.5,0.081119484,12,OUT035,Meat,220.0798,Very_High,3,Tier 2,Supermarket Type1,1322.2788,0.859
FDO25,6.3,0.127342972,29,OUT013,Canned,210.927,Very_High,1,Tier 3,Supermarket Type1,3358.468894,2.183
FDC53,8.68,0.008835694,19,OUT046,Frozen Foods,96.5384,Medium,3,Tier 1,Supermarket Type1,1182.4608,0.769
FDT45,15.85,0.05740255,17,OUT049,Snack Foods,53.0956,Low,2,Tier 1,Supermarket Type1,981.7772874,0.638
FDB12,11.15,0.105521226,14,OUT045,Baking Goods,104.5648,Medium,2,Tier 2,Supermarket Type1,1652.798273,1.074
FDN40,5.88,0.086632125,14,OUT045,Frozen Foods,152.6998,High,2,Tier 2,Supermarket Type1,2360.461027,1.534
FDG56,13.3,0.119596939,18,OUT010,Fruits and Vegetables,62.4536,Low,2,Tier 3,Grocery Store,-848.1497044,-0.551
FDD09,13.5,0.023329176,29,OUT013,Fruits and Vegetables,179.9976,High,1,Tier 3,Supermarket Type1,4889.6352,3.178
NCG55,16.25,0.039138761,12,OUT035,Household,116.1176,Medium,3,Tier 2,Supermarket Type1,1987.693682,1.292
NCD18,16.0,0.072655379,12,OUT035,Household,229.8668,Very_High,3,Tier 2,Supermarket Type1,4837.7028,3.145
FDC52,11.15,0.008296692,14,OUT045,Dairy,150.6708,High,2,Tier 2,Supermarket Type1,2106.5912,1.369
FDV32,7.785,0.088634567,29,OUT013,Fruits and Vegetables,62.651,Low,1,Tier 3,Supermarket Type1,1058.20994,0.688
FDS36,8.38,0.046960237,17,OUT049,Baking Goods,111.857,Medium,2,Tier 1,Supermarket Type1,2966.139,1.928
FDE22,9.695,0.049498821,18,OUT010,Snack Foods,158.792,High,2,Tier 3,Grocery Store,319.584,0.208
FDO20,12.85,0.152747503,7,OUT018,Fruits and Vegetables,252.0382,Very_High,2,Tier 3,Supermarket Type2,4037.4112,2.624
FDE35,7.06,0.043968652,17,OUT049,Starchy Foods,57.6904,Low,2,Tier 1,Supermarket Type1,585.904,0.381
DRI13,15.35,0.020310046,29,OUT013,Soft Drinks,218.0508,Very_High,1,Tier 3,Supermarket Type1,3038.7112,1.975
FDT07,5.82,0.077304459,12,OUT035,Fruits and Vegetables,257.633,Very_High,3,Tier 2,Supermarket Type1,4613.994,2.999
FDI12,9.395,0.100966837,9,OUT017,Baking Goods,86.8856,Medium,2,Tier 2,Supermarket Type1,2548.6824,1.657
FDK15,10.8,0.098970494,9,OUT017,Meat,100.3042,Medium,2,Tier 2,Supermarket Type1,1714.962949,1.115
FDY32,7.605,0.129241042,19,OUT046,Fruits and Vegetables,165.021,High,3,Tier 1,Supermarket Type1,2612.953231,1.698
NCE31,7.67,0.309390255,18,OUT010,Household,33.2216,Low,2,Tier 3,Grocery Store,138.4864,0.09
NCR18,15.85,0.020487625,19,OUT046,Household,44.0112,Low,3,Tier 1,Supermarket Type1,468.7232,0.305
FDN03,9.8,0.015151435,7,OUT018,Meat,249.4408,Very_High,2,Tier 3,Supermarket Type2,3713.828822,2.414
FDX60,14.35,0.080203852,31,OUT027,Baking Goods,77.996,Medium,2,Tier 3,Supermarket Type3,2716.464,1.766
FDG57,14.7,0.072284689,12,OUT035,Fruits and Vegetables,49.8034,Low,3,Tier 2,Supermarket Type1,631.8442,0.411
FDZ07,15.1,0.093813181,29,OUT013,Fruits and Vegetables,61.3194,Low,1,Tier 3,Supermarket Type1,1081.246002,0.703
FDN60,15.1,0.095140088,12,OUT035,Baking Goods,159.9604,High,3,Tier 2,Supermarket Type1,2852.2872,1.854
FDO12,15.75,0.055154296,7,OUT018,Baking Goods,195.5452,High,2,Tier 3,Supermarket Type2,1174.4712,0.763
FDJ21,16.7,0.038496166,29,OUT013,Snack Foods,147.5102,High,1,Tier 3,Supermarket Type1,5540.7876,3.602
FDH31,12.0,0.020416382,18,OUT010,Meat,101.2042,Medium,2,Tier 3,Grocery Store,-228.2697634,-0.148
FDA21,13.65,0.035786568,31,OUT027,Snack Foods,186.4924,High,2,Tier 3,Supermarket Type3,4414.321066,2.869
FDB12,11.15,0.105307659,19,OUT046,Baking Goods,102.0648,Medium,3,Tier 1,Supermarket Type1,1038.648,0.675
FDQ26,13.5,0.07363892,17,OUT049,Dairy,57.8562,Low,2,Tier 1,Supermarket Type1,711.0744,0.462
FDF10,15.5,0.157004049,7,OUT018,Snack Foods,147.2418,High,2,Tier 3,Supermarket Type2,1324.2762,0.861
